DATE,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_Georges,Queen_Annes,Somerset,St_Marys,Talbot,Washington,Wicomico,Worcester
10/4/21,"9,111","50,950","74,154","59,561","5,302","2,969","11,231","8,115","13,884","3,861","23,229","2,773","19,548","22,027","1,585","80,272","97,202","3,638","3,159","8,897","2,643","18,102","10,380","4,734"
10/5/21,"9,115","50,997","74,237","59,635","5,321","2,971","11,248","8,131","13,908","3,880","23,257","2,776","19,588","22,041","1,589","80,365","97,263","3,641","3,163","8,920","2,652","18,137","10,399","4,742"
10/6/21,"9,146","51,106","74,376","59,717","5,343","2,975","11,263","8,179","13,943","3,884","23,288","2,783","19,632","22,086","1,599","80,448","97,385","3,655","3,173","8,998","2,657","18,213","10,441","4,763"
10/7/21,"9,192","51,229","74,504","59,866","5,367","2,988","11,313","8,226","13,983","3,905","23,349","2,813","19,704","22,151","1,612","80,598","97,516","3,671","3,181","9,040","2,670","18,308","10,481","4,784"
10/8/21,"9,218","51,343","74,627","60,000","5,392","2,995","11,341","8,256","14,007","3,921","23,410","2,836","19,764","22,173","1,616","80,692","97,622","3,689","3,194","9,125","2,686","18,404","10,519","4,797"
10/9/21,"9,300","51,458","74,809","60,063","5,413","3,010","11,371","8,300","14,037","3,934","23,462","2,866","19,832","22,199","1,622","80,807","97,743","3,708","3,204","9,189","2,704","18,474","10,563","4,818"
10/10/21,"9,306","51,549","74,923","60,184","5,442","3,019","11,395","8,326","14,085","3,945","23,512","2,888","19,890","22,234","1,629","80,918","98,072","3,721","3,212","9,254","2,726","18,556","10,600","4,833"
10/11/21,"9,373","51,608","75,013","60,287","5,458","3,025","11,416","8,347","14,099","3,958","23,546","2,903","19,938","22,249","1,633","81,005","98,159","3,733","3,225","9,274","2,732","18,586","10,616","4,845"
10/12/21,"9,380","51,634","75,049","60,340","5,467","3,031","11,429","8,368","14,110","3,964","23,557","2,906","19,967","22,260","1,636","81,028","98,237","3,741","3,227","9,287","2,738","18,596","10,635","4,852"
10/13/21,"9,407","51,731","75,171","60,457","5,483","3,035","11,462","8,411","14,138","3,976","23,601","2,916","20,042","22,299","1,640","81,142","98,360","3,749","3,242","9,316","2,744","18,708","10,659","4,863"
10/14/21,"9,451","51,866","75,357","60,496","5,497","3,047","11,492","8,446","14,157","3,981","23,647","2,940","20,090","22,339","1,645","81,245","98,455","3,761","3,249","9,379","2,753","18,789","10,704","4,889"
10/15/21,"9,497","51,948","75,464","60,607","5,519","3,052","11,518","8,485","14,186","3,997","23,693","2,952","20,146","22,354","1,652","81,338","98,569","3,767","3,261","9,453","2,759","18,883","10,741","4,902"
10/16/21,"9,531","52,028","75,550","60,710","5,539","3,071","11,531","8,531","14,221","4,008","23,742","2,975","20,178","22,380","1,664","81,407","98,674","3,782","3,274","9,505","2,769","18,930","10,768","4,911"
10/17/21,"9,538","52,107","75,644","60,812","5,557","3,085","11,546","8,558","14,244","4,017","23,779","2,981","20,222","22,401","1,675","81,487","98,784","3,792","3,282","9,549","2,782","18,994","10,793","4,921"
10/18/21,"9,561","52,143","75,718","60,923","5,572","3,091","11,559","8,575","14,273","4,024","23,807","2,986","20,280","22,420","1,679","81,557","98,855","3,803","3,288","9,573","2,784","19,036","10,824","4,933"
10/19/21,"9,592","52,207","75,812","60,903","5,577","3,098","11,570","8,602","14,287","4,029","23,852","2,999","20,328","22,437","1,680","81,618","98,912","3,806","3,295","9,596","2,787","19,042","10,841","4,937"
10/20/21,"9,598","52,290","75,906","60,951","5,587","3,105","11,595","8,641","14,308","4,048","23,886","3,002","20,369","22,466","1,684","81,691","98,991","3,815","3,300","9,642","2,790","19,057","10,859","4,943"
10/21/21,"9,623","52,401","76,039","61,003","5,600","3,133","11,614","8,676","14,336","4,064","23,944","3,027","20,426","22,478","1,687","81,768","99,077","3,830","3,306","9,672","2,808","19,213","10,910","4,958"
10/22/21,"9,643","52,471","76,132","61,101","5,613","3,144","11,634","8,693","14,363","4,079","23,976","3,056","20,480","22,501","1,693","81,833","99,161","3,842","3,320","9,734","2,813","19,266","10,939","4,969"
10/23/21,"9,666","52,585","76,246","61,181","5,624","3,160","11,647","8,725","14,398","4,092","24,030","3,091","20,525","22,522","1,704","81,913","99,223","3,860","3,327","9,752","2,816","19,341","10,966","4,972"
10/24/21,"9,668","52,648","76,319","61,275","5,643","3,165","11,670","8,745","14,418","4,100","24,063","3,112","20,563","22,547","1,708","81,988","99,293","3,860","3,330","9,787","2,823","19,389","10,992","4,977"
10/25/21,"9,681","52,697","76,362","61,353","5,654","3,170","11,682","8,756","14,434","4,106","24,094","3,125","20,587","22,570","1,710","82,037","99,338","3,866","3,333","9,801","2,825","19,417","11,010","4,987"
10/26/21,"9,726","52,748","76,414","61,389","5,659","3,182","11,694","8,777","14,447","4,115","24,140","3,135","20,635","22,591","1,714","82,095","99,406","3,874","3,335","9,823","2,828","19,443","11,028","4,994"
10/27/21,"9,740","52,832","76,496","61,414","5,667","3,197","11,722","8,799","14,458","4,129","24,172","3,147","20,669","22,614","1,717","82,162","99,501","3,877","3,338","9,876","2,835","19,513","11,054","4,994"
